"source","ident","start","end","label","duration","item"
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117737.5355,117738.0015,"animal_dog",0.466000000000349,76
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117738.4579,117738.5721,"animal_dog",0.114200000010896,77
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117739.1236,117739.2377,"animal_dog",0.114099999991595,78
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117742.1558,117742.365,"animal_dog",0.209200000012061,79
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117743.1163,117744.2003,"animal_dog",1.08400000000256,80
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117745.0859,117745.4758,"animal_dog",0.389899999994668,81
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117754.4326,117755.6973,"animal_dog",1.26469999999972,82
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117756.969,117757.4825,"animal_dog",0.513500000000931,83
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117757.9865,117758.1766,"animal_dog",0.190100000007078,84
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117770.5231,117771.3211,"animal_dog",0.797999999995227,85
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117771.7498,117771.9495,"animal_dog",0.199699999997392,86
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117773.305,117773.4516,"animal_dog",0.146600000007311,87
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117774.7515,117774.9079,"animal_dog",0.156400000007125,88
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117794.121,117796.5253,"mech_auto_car",2.40429999999469,89
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117818.8228,117823.3466,"mech_hum_traffic",4.52380000000994,90
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117828.2595,117828.3749,"animal_dog",0.115399999995134,91
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117828.5047,117828.6777,"animal_dog",0.172999999995227,92
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117831.4513,117833.0707,"mech_hum_traffic",1.61939999999595,93
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117849.8447,117856.6568,"mech_hum_traffic",6.81209999999555,94
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117853.0939,117854.5935,"mech_auto_car",1.49959999999555,95
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117858.8571,117862.0079,"mech_hum_traffic",3.15080000000307,96
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117859.3009,117860.5626,"mech_auto_car",1.26170000000275,97
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117880.6579,117880.8309,"animal_dog",0.172999999995227,98
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117881.2707,117881.4221,"animal_dog",0.151400000002468,99
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117889.646,117889.8263,"animal_dog",0.180300000007264,100
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117901.9028,117902.0759,"animal_dog",0.173099999999977,101
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117911.3666,117917.1929,"mech_hum_traffic",5.82630000000063,102
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117917.5978,117919.5341,"mech_hum_traffic",1.93630000000121,103
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117920.9422,117922.0864,"mech_hum_traffic",1.14419999999518,104
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117923.9445,117924.1247,"animal_dog",0.180200000002515,105
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117924.8511,117926.5585,"mech_hum_traffic",1.70739999999932,106
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117927.7061,117930.0648,"mech_hum_traffic",2.35869999999704,107
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117931.825,117933.3036,"mech_hum_traffic",1.47860000000219,108
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117933.9131,117935.0396,"mech_hum_traffic",1.12649999999849,109
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117935.8845,117936.9231,"mech_hum_traffic",1.03859999999986,110
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117937.5391,117938.5953,"mech_hum_traffic",1.05620000000636,111
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117939.7894,117941.4793,"mech_hum_traffic",1.68990000001213,112
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117943.6075,117950.7717,"mech_hum_traffic",7.16419999999925,113
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117952.0627,117953.3301,"mech_hum_traffic",1.26740000001155,114
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",117956.6041,117960,"mech_hum_traffic",3.39590000000317,115
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",121260,121560,"ins_trill",300,116
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",121310.7666,121327.6341,"mech_auto_car",16.867499999993,117
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",121418.1562,121424.0177,"mech_hum_traffic",5.86149999999907,118
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",121430.4294,121437.84,"mech_hum_traffic",7.41060000000289,119
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",121458.7006,121462.3971,"mech_auto_car",3.69650000000547,120
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",38460,38760,"ins_trill",300,121
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",38464.414,38466.8557,"ambient_wind",2.44170000000304,122
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",38467.3304,38470.4774,"ambient_wind",3.14700000000448,123
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",38472.3587,38474.4884,"ambient_wind",2.12970000000496,124
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",38478.6971,38479.0572,"ambient_bang",0.360100000005332,125
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",38488.9928,38489.2706,"mech_beep",0.277800000003481,126
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",38494.5691,38499.3167,"mech_beep",4.74760000000242,127
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",38504.2398,38505.013,"ambient_wind",0.773199999995995,128
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",38507.1698,38508.1464,"ambient_wind",0.976599999994505,129
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",38512.0482,38513.4725,"ambient_wind",1.42430000000604,130
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",38515.1817,38516.8366,"ambient_wind",1.65490000000136,131
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",38522.7098,38523.3202,"ambient_wind",0.610400000005029,132
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",38539.7416,38540.2028,"mech_beep",0.461199999997916,133
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",38558.6664,38559.1442,"mech_beep",0.47780000000057,134
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",38559.6054,38560.0777,"mech_beep",0.472300000001269,135
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",38560.5721,38560.9166,"mech_beep",0.344499999999243,136
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",38610.1519,38691.7725,"mech_plane_prop",81.620600000002,137
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",38658.6921,38660.0757,"animal_cow",1.38360000000102,138
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",38720.1144,38723.0163,"mech_auto_car",2.90190000000439,139
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",38727.9847,38760,"mech_hum_traffic",32.0152999999991,140
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",42060,42360,"ins_trill",300,141
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",42109.5325,42140.6953,"mech_hum_traffic",31.1627999999982,142
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",42113.012,42118.4743,"mech_auto_car",5.46229999999923,143
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",42126.2981,42135.5229,"mech_auto_car",9.2248000000036,144
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",42160.1878,42164.147,"ambient_wind",3.95919999999751,145
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",42197.1233,42227.6022,"mech_plane_jet",30.4789000000019,146
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",42235.8167,42360,"mech_plane_jet",124.183299999997,147
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45660,45660.3084,"ambient_background",0.308400000001711,148
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45660.3084,45724.5532,"mech_plane_jet",64.2448000000004,149
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45660.7415,45660.9356,"ins_trill",0.194100000000617,150
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45661.7175,45661.8739,"ins_trill",0.156399999999849,151
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45662.7474,45662.9307,"ins_trill",0.183299999996962,152
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45663.9121,45664.0955,"ins_trill",0.183400000001711,153
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45665.2014,45665.3308,"ins_trill",0.129400000005262,154
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45665.9887,45666.1828,"ins_trill",0.194100000000617,155
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45667.0132,45667.1588,"ins_trill",0.145599999996193,156
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45668.0417,45668.2251,"ins_trill",0.183400000001711,157
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45668.98,45669.1471,"ins_trill",0.167099999998754,158
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45669.8158,45669.9613,"ins_trill",0.145500000005995,159
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45670.6044,45670.7662,"ins_trill",0.161800000001676,160
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45671.4402,45671.6343,"ins_trill",0.194100000000617,161
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45672.2541,45672.4159,"ins_trill",0.161800000001676,162
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45673.1385,45673.2948,"ins_trill",0.156300000002375,163
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45673.8394,45674.0174,"ins_trill",0.177999999999884,164
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45674.6445,45674.817,"ins_trill",0.172500000000582,165
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45675.4641,45675.6421,"ins_trill",0.177999999999884,166
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45676.2028,45676.3862,"ins_trill",0.183400000001711,167
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45677.0021,45677.1693,"ins_trill",0.167200000003504,168
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45677.8002,45677.9889,"ins_trill",0.188699999998789,169
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45678.6413,45678.8031,"ins_trill",0.1617999999944,170
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45679.3962,45679.5904,"ins_trill",0.194199999998091,171
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45680.2951,45680.4785,"ins_trill",0.183399999994435,172
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45681.1902,45681.3682,"ins_trill",0.177999999999884,173
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45681.9991,45682.2202,"ins_trill",0.22110000000248,174
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45683.0182,45683.2015,"ins_trill",0.183300000004238,175
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45684.0923,45684.2379,"ins_trill",0.145600000003469,176
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45684.9982,45685.1653,"ins_trill",0.167099999998754,177
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45686.0281,45686.1683,"ins_trill",0.140199999994365,178
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45686.8423,45687.0364,"ins_trill",0.194100000000617,179
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45687.8382,45687.9946,"ins_trill",0.156399999999849,180
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45688.7764,45688.9382,"ins_trill",0.1617999999944,181
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45689.5907,45689.7524,"ins_trill",0.161699999996927,182
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45690.7219,45690.916,"ins_trill",0.194100000000617,183
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45691.7464,45691.9244,"ins_trill",0.177999999999884,184
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45692.5175,45692.6793,"ins_trill",0.161800000001676,185
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45693.3651,45693.5323,"ins_trill",0.167199999996228,186
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45694.2988,45694.4552,"ins_trill",0.156399999999849,187
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45695.47,45695.6309,"ins_trill",0.160899999995308,188
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45696.3263,45696.4527,"ins_trill",0.126400000001013,189
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45697.2112,45697.3606,"ins_trill",0.149400000002061,190
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45698.0675,45698.2284,"ins_trill",0.160900000002584,191
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45699.0099,45699.1651,"ins_trill",0.155200000001059,192
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45700.1248,45700.2685,"ins_trill",0.143700000000536,193
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45701.1764,45701.3143,"ins_trill",0.137900000001537,194
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45702.1131,45702.2683,"ins_trill",0.155200000001059,195
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45703.4578,45703.6177,"ins_trill",0.159900000006019,196
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45704.3141,45704.4658,"ins_trill",0.151699999994889,197
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45705.3397,45705.4776,"ins_trill",0.137900000001537,198
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45706.1557,45706.3247,"ins_trill",0.168999999994412,199
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45706.9947,45707.1557,"ins_trill",0.161000000000058,200
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45707.9027,45708.0406,"ins_trill",0.137900000001537,201
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45708.8049,45708.9601,"ins_trill",0.155199999993783,202
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45709.575,45709.7187,"ins_trill",0.143700000000536,203
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45710.4312,45710.5921,"ins_trill",0.160900000002584,204
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45711.3622,45711.5001,"ins_trill",0.137899999994261,205
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45712.9713,45713.1494,"ins_trill",0.178100000004633,206
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45714.0631,45714.2183,"ins_trill",0.155200000001059,207
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45715.0745,45715.2182,"ins_trill",0.143700000000536,208
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45716.0055,45716.1434,"ins_trill",0.137900000001537,209
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45716.833,45716.9709,"ins_trill",0.137900000001537,210
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45717.7467,45717.8789,"ins_trill",0.132200000000012,211
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45718.6662,45718.8156,"ins_trill",0.149400000002061,212
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45719.4535,45719.6086,"ins_trill",0.15509999999631,213
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45720.4821,45720.6545,"ins_trill",0.172399999995832,214
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45721.4016,45721.5453,"ins_trill",0.143700000000536,215
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45722.3555,45722.505,"ins_trill",0.149499999999534,216
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45723.1543,45723.2922,"ins_trill",0.137900000001537,217
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45724.0221,45724.1772,"ins_trill",0.15509999999631,218
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45724.5532,45724.8611,"ambient_background",0.30789999999979,219
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45724.8611,45725.0105,"ins_trill",0.149399999994785,220
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45725.0105,45725.6369,"ambient_background",0.626400000001013,221
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45725.6369,45725.8093,"ins_trill",0.172400000003108,222
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45725.8093,45726.677,"ambient_background",0.867700000002515,223
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45726.677,45726.8322,"ins_trill",0.155199999993783,224
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45726.8322,45727.5505,"ambient_background",0.718300000000454,225
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45727.5505,45727.7172,"ins_trill",0.166700000001583,226
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45727.7172,45728.6136,"ambient_background",0.896399999997811,227
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45728.6136,45728.786,"ins_trill",0.172400000003108,228
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45728.786,45729.4986,"ambient_background",0.712599999998929,229
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45729.4986,45729.6721,"ins_trill",0.173500000004424,230
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45729.6721,45730.3319,"ambient_background",0.659799999993993,231
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45730.3319,45730.5158,"ins_trill",0.183900000003632,232
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45730.5158,45731.3548,"ambient_background",0.838999999999942,233
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45731.3548,45731.51,"ins_trill",0.155200000001059,234
"Even Sample","JamesU - MustardBumbler/1_29/240903_1319",45731.51,45732.4869,"ambient_background",0.976900000001478,235
