"ident","start","end","label"
"Chia - Bee Audio 2022 Original/7-19-22_WestManchester/16/220721_1135",54760.99,54761.89,"ambient_rustle"
"Chia - Bee Audio 2022 Original/7-19-22_WestManchester/16/220721_1135",54766.932,54773.535,"ambient_rustle"
"Chia - Bee Audio 2022 Original/7-19-22_WestManchester/16/220721_1135",54779.838,54913.576,"mech_hum_traffic"
"Chia - Bee Audio 2022 Original/7-19-22_WestManchester/16/220721_1135",54783.26,54785.661,"ambient_rustle"
"Chia - Bee Audio 2022 Original/7-19-22_WestManchester/16/220721_1135",54789.082,54790.643,"ambient_rustle"
"Chia - Bee Audio 2022 Original/7-19-22_WestManchester/16/220721_1135",54826.118,54827.319,"ambient_rustle"
"Chia - Bee Audio 2022 Original/7-19-22_Wilmington/5/220721_1339",33060,33360,"ins_trill"
"Chia - Bee Audio 2022 Original/7-19-22_Wilmington/5/220721_1339",33060,33142.5939,"mech_plane_prop"
"Chia - Bee Audio 2022 Original/7-19-22_Wilmington/5/220721_1339",33173.567,33188.413,"mech_auto_car"
"Chia - Bee Audio 2022 Original/7-19-22_Wilmington/5/220721_1339",33194.215,33200.102,"mech_auto_car"
"Chia - Bee Audio 2022 Original/7-19-22_Wilmington/5/220721_1339",33203.857,33218.703,"mech_auto_car"
"Chia - Bee Audio 2022 Original/7-19-22_Wilmington/7/220721_1341",32940,33006.041,"mech_plane_prop"
"Chia - Bee Audio 2022 Original/7-19-22_Wilmington/7/220721_1341",32940,32989.6502,"ins_trill"
"Chia - Bee Audio 2022 Original/7-19-22_Wilmington/7/220721_1341",32996.3946,33240,"ins_trill"
"Chia - Bee Audio 2022 Original/7-19-22_Wilmington/7/220721_1341",33022.6547,33024.6636,"mech_auto_car"
"Chia - Bee Audio 2022 Original/7-19-22_Wilmington/7/220721_1341",33045.563,33046.933,"mech_auto_car"
"Chia - Bee Audio 2022 Original/7-19-22_Wilmington/7/220721_1341",33051.398,33080.621,"mech_auto_car"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/5/220818_1114",54060,54360,"ins_trill"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/5/220818_1114",54360,54660,"ins_trill"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/5/220818_1114",54660,54960,"ins_trill"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/5/220818_1114",54878.089,54881.587,"mech_auto_truck"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/5/220818_1114",54886.195,54897.628,"mech_auto_truck"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/5/220818_1114",56760,56882.834,"ins_trill"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/5/220818_1114",56967.498,57060,"ins_trill"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/5/220818_1114",57060,57204.881,"ins_trill"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/5/220818_1114",57288.498,57360,"ins_trill"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/6/220818_1113",55020,55320,"ins_trill"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/6/220818_1113",55320,55620,"ins_trill"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/6/220818_1113",55620,55920,"ins_trill"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/6/220818_1113",55920,56220,"ins_trill"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/6/220818_1113",56220,56331.092,"ins_trill"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/6/220818_1113",56437.747,56520,"ins_trill"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/6/220818_1113",56631.775,56761.98,"ins_trill"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/6/220818_1113",57120,57245.939,"ins_trill"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/6/220818_1113",57360.273,57420,"ins_trill"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/6/220818_1113",57720,58020,"ins_trill"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/6/220818_1113",58020,58105.3242,"ins_trill"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/6/220818_1113",58134.846,58320,"ins_trill"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/6/220818_1113",58320,58620,"ins_trill"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/6/220818_1113",59220,59520,"ins_trill"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/6/220818_1113",59520,59820,"ins_trill"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/6/220818_1113",59820,60120,"ins_trill"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/6/220818_1113",60120,60420,"ins_trill"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/8/220822_1442",46680,46848.089,"ins_trill"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/8/220822_1442",46930.853,46980,"ins_trill"
"Chia - Bee Audio 2022 Original/8-18-2022_Wilmington/8/220822_1442",46930.853,46980,"mech_auto"
"Chia - Bee Audio 2022 Original/8-3-22_SouthCharleston/1/220805_1044",45660,45960,"ins_trill"
"Chia - Bee Audio 2022 Original/8-3-22_SouthCharleston/1/220805_1044",45800.273,45805.222,"mech_auto_truck"
"Chia - Bee Audio 2022 Original/8-3-22_SouthCharleston/1/220805_1044",45809.061,45812.048,"mech_auto_truck"
"Chia - Bee Audio 2022 Original/8-3-22_SouthCharleston/1/220805_1044",45819.215,45826.297,"mech_auto_truck"
"Chia - Bee Audio 2022 Original/8-3-22_SouthCharleston/1/220805_1044",45827.235,45837.645,"mech_auto_truck"
"Chia - Bee Audio 2022 Original/8-3-22_SouthCharleston/1/220805_1044",45843.703,45864.778,"mech_auto_truck"
"Chia - Bee Audio 2022 Original/8-3-22_SouthCharleston/1/220805_1044",45869.044,45892.253,"mech_auto_truck"
"Chia - Bee Audio 2022 Original/8-3-22_SouthCharleston/1/220805_1044",45894.044,45897.543,"mech_auto_truck"
"Chia - Bee Audio 2022 Original/8-3-22_SouthCharleston/1/220805_1044",45900.7,45905.734,"mech_auto_truck"
"Chia - Bee Audio 2022 Original/8-3-22_SouthCharleston/1/220805_1044",45935.427,45937.73,"mech_auto_truck"
"Chia - Bee Audio 2022 Original/8-3-22_SouthCharleston/4/220803_0906",133140,133440,"ins_trill"
"Chia - Bee Audio 2022 Original/8-3-22_SouthCharleston/4/220803_0906",133169.6928,133183.0034,"mech_auto_truck"
"Chia - Bee Audio 2022 Original/8-3-22_SouthCharleston/4/220803_0906",133288.464,133301.263,"mech_auto_truck"
"Chia - Bee Audio 2022 Original/8-8-22_Marysville/2/220808_1342",113580,113880,"ins_trill"
"Chia - Bee Audio 2022 Original/8-8-22_Marysville/2/220808_1342",113587.84983,113596.2116,"mech_auto_car"
"Chia - Bee Audio 2022 Original/8-8-22_Marysville/2/220808_1342",113622.9956,113627.3005,"mech_auto_car"
"Chia - Bee Audio 2022 Original/8-8-22_Marysville/2/220808_1342",113692.646,113705.919,"mech_auto_car"
"Chia - Bee Audio 2022 Original/8-8-22_Marysville/2/220808_1342",113732.897,113840.664,"mech_auto_truck"
"Chia - Bee Audio 2022 Original/8-8-22_Marysville/8/220810_1529",35160,35460,"ins_trill"
"Chia - Bee Audio 2022 Original/8-8-22_Marysville/8/220810_1529",35239.0102,35259.6587,"mech_hum_traffic"
"Chia - Bee Audio 2022 Original/8-8-22_Marysville/8/220810_1529",35259.6587,35287.133,"mech_auto_truck"
"Chia - Bee Audio 2022 Original/8-8-22_Marysville/8/220810_1529",35287.133,35307.952,"mech_hum_traffic"
"Chia - Bee Audio 2022 Original/8-8-22_Marysville/8/220810_1529",35314.778,35415.631,"mech_hum_traffic"
"Chia_Lin - Soybean on-farm spray audios/2023-07-25 Combs Sabine-Bigelow/23/230725_1159",141960,142017.0251,"ins_trill"
"Chia_Lin - Soybean on-farm spray audios/2023-07-25 Combs Sabine-Bigelow/23/230725_1159",141962.05133,141968.20533,"ambient_rustle"
"Chia_Lin - Soybean on-farm spray audios/2023-07-25 Combs Sabine-Bigelow/23/230725_1159",141969.10677,141969.98193,"ambient_scraping"
"Chia_Lin - Soybean on-farm spray audios/2023-07-25 Combs Sabine-Bigelow/23/230725_1159",141971.301,141973.9265,"ambient_scraping"
"Chia_Lin - Soybean on-farm spray audios/2023-07-25 Combs Sabine-Bigelow/23/230725_1159",141975.791,141975.9559,"ambient_scraping"
"Chia_Lin - Soybean on-farm spray audios/2023-07-25 Combs Sabine-Bigelow/23/230725_1159",141979.9385,141984.4919,"mech_hum_traffic"
"Chia_Lin - Soybean on-farm spray audios/2023-07-25 Combs Sabine-Bigelow/23/230725_1159",141990.58,141992.622,"ambient_scraping"
"Chia_Lin - Soybean on-farm spray audios/2023-07-25 Combs Sabine-Bigelow/23/230725_1159",141993.2942,141994.0806,"ambient_scraping"
"Chia_Lin - Soybean on-farm spray audios/2023-07-25 Combs Sabine-Bigelow/23/230725_1159",141996.4413,141998.6133,"ambient_rustle"
"Chia_Lin - Soybean on-farm spray audios/2023-07-25 Combs Sabine-Bigelow/23/230725_1159",141996.7061,141998.7101,"ambient_scraping"
"Chia_Lin - Soybean on-farm spray audios/2023-07-25 Combs Sabine-Bigelow/23/230725_1159",142007.5505,142007.6393,"ambient_scraping"
"Chia_Lin - Soybean on-farm spray audios/2023-07-25 Combs Sabine-Bigelow/23/230725_1159",142007.9047,142009.6543,"ambient_rustle"
"Chia_Lin - Soybean on-farm spray audios/2023-07-25 Combs Sabine-Bigelow/23/230725_1159",142008.2862,142008.5018,"ambient_scraping"
"Chia_Lin - Soybean on-farm spray audios/2023-07-25 Combs Sabine-Bigelow/23/230725_1159",142009.5165,142009.5926,"ambient_scraping"
"Chia_Lin - Soybean on-farm spray audios/2023-07-25 Combs Sabine-Bigelow/23/230725_1159",142011.0765,142014.7421,"ambient_scraping"
"Chia_Lin - Soybean on-farm spray audios/2023-07-25 Combs Sabine-Bigelow/23/230725_1159",142039.754,142058.2631,"ins_trill"
"Chia_Lin - Soybean on-farm spray audios/2023-07-25 Combs Sabine-Bigelow/23/230725_1159",142228.771,142247.856,"ins_trill"
"Chia_Lin - Soybean on-farm spray audios/2023-07-30 FSR/29/230730_1704",112260,112315.1195,"ins_trill"
"Chia_Lin - Soybean on-farm spray audios/2023-07-30 FSR/29/230730_1704",112260,112315.1195,"mech_hum_traffic"
"Chia_Lin - Soybean on-farm spray audios/2023-07-30 FSR/29/230730_1704",112379.113,112432.184,"ins_trill"
"Chia_Lin - Soybean on-farm spray audios/2023-07-30 FSR/29/230730_1704",112379.113,112432.184,"mech_hum_traffic"
"Chia_Lin - Soybean on-farm spray audios/2023-07-30 FSR/3/230730_1704",112268.19113,112559.857,"mech_hum_traffic"
"Chia_Lin - Soybean on-farm spray audios/2023-07-30 FSR/3/230730_1704",112282.8258,112283.3084,"animal_frog_tree"
"Chia_Lin - Soybean on-farm spray audios/2023-07-30 FSR/3/230730_1704",112286.7173,112287.2603,"animal_frog_tree"
"Chia_Lin - Soybean on-farm spray audios/2023-07-30 FSR/3/230730_1704",112297.3963,112297.9091,"animal_frog_tree"
"Chia_Lin - Soybean on-farm spray audios/2023-07-30 FSR/3/230730_1704",112307.7434,112308.3468,"animal_frog_tree"
"Chia_Lin - Soybean on-farm spray audios/2023-07-30 FSR/3/230730_1704",112310.8204,112311.3634,"animal_frog_tree"
"Chia_Lin - Soybean on-farm spray audios/2023-07-30 FSR/3/230730_1704",112320.7453,112321.1978,"animal_frog_tree"
"Chia_Lin - Soybean on-farm spray audios/2023-07-30 FSR/3/230730_1704",112332.3698,112332.9128,"animal_frog_tree"
"Chia_Lin - Soybean on-farm spray audios/2023-07-30 FSR/3/230730_1704",112335.982,112353.2017,"ins_trill"
"Chia_Lin - Soybean on-farm spray audios/2023-07-30 FSR/3/230730_1704",112339.7305,112340.002,"animal_frog_tree"
"Chia_Lin - Soybean on-farm spray audios/2023-07-30 FSR/3/230730_1704",112346.3068,112346.8197,"animal_frog_tree"
"Chia_Lin - Soybean on-farm spray audios/2023-07-30 FSR/3/230730_1704",112356.7747,112357.4082,"animal_frog_tree"
"Chia_Lin - Soybean on-farm spray audios/2023-07-30 FSR/3/230730_1704",112370.199,112379.37,"ins_trill"
"Chia_Lin - Soybean on-farm spray audios/2023-07-30 FSR/3/230730_1704",112379.37,112379.732,"animal_frog_tree"
"Chia_Lin - Soybean on-farm spray audios/2023-07-30 FSR/3/230730_1704",112382.235,112382.628,"animal_frog_tree"
"Chia_Lin - Soybean on-farm spray audios/2023-07-30 FSR/3/230730_1704",112391.165,112399.611,"ins_trill"
"Chia_Lin - Soybean on-farm spray audios/2023-07-30 FSR/3/230730_1704",112401.059,112410.351,"ins_trill"
"Chia_Lin - Soybean on-farm spray audios/2023-07-30 FSR/3/230730_1704",112425.796,112453.911,"ins_trill"
"Chia_Lin - Soybean on-farm spray audios/2023-07-30 FSR/3/230730_1704",112462.961,112541.395,"ins_trill"
"Chia_Lin - Soybean on-farm spray audios/2023-07-30 FSR/3/230730_1704",112548.841,112557.235,"ins_trill"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35220,35235.6997,"ins_trill"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35220.511945,35221.06655,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35230.0043,35230.4949,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35232.1587,35232.7346,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35235.3797,35236.0623,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35238.5367,35238.9846,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35239.6246,35264.3686,"ins_trill"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35239.6246,35304.9829,"mech_hum_traffic"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35241.0538,35241.715,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35243.8268,35244.552,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35246.9411,35247.5811,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35251.698,35252.2952,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35254.1084,35254.599,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35256.7321,35257.3294,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35259.3345,35259.9744,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35262.5128,35263.2381,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35265.1792,35265.7338,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35267.5683,35268.1442,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35270.6186,35271.1305,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35273.3276,35273.9889,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35277.3379,35339.454,"ins_trill"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35281.7534,35282.244,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35284.0998,35284.6544,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35286.8089,35287.3848,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35291.9283,35292.3976,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35294.6374,35295.1067,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35297.8157,35298.3703,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35301.0154,35301.6553,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35303.5538,35304.1297,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35306.8387,35307.5,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35317.163,35317.8242,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35320.064,35320.683,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35322.581,35323.2,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35326.207,35326.847,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35328.788,35329.343,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35331.263,35331.903,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35333.972,35334.377,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35336.596,35337.172,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35339.454,35339.881,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35341.651,35342.27,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35344.488,35345.064,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35348.392,35348.882,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35351.399,35351.783,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35353.276,35358.737,"ins_trill"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35355.538,35356.113,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35357.991,35358.481,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35360.422,35361.062,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35363.259,35363.921,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35366.118,35366.608,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35368.379,35368.848,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35371.834,35372.282,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35373.413,35379.556,"ins_trill"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35375.482,35375.951,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35379.044,35379.556,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35381.732,35382.223,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35384.164,35410.614,"ins_trill"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35384.654,35385.294,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35387.129,35387.875,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35390.009,35390.67,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35392.547,35393.208,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35395.299,35396.003,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35396.578,35410.145,"mech_auto_car"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35398.648,35399.266,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35401.357,35401.997,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35404.599,35405.282,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35408.503,35409.057,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35410.145,35412.662,"mech_auto_truck"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35411.894,35412.47,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35415.627,35416.203,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35418.038,35513.668,"mech_auto_truck"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35418.443,35418.955,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35420,35470.171,"ins_trill"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35421.045,35421.664,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35424.096,35424.693,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35427.53,35428.17,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35430.388,35430.964,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35433.076,35433.567,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35435.764,35436.66,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35438.345,35438.921,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35441.139,35441.886,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35443.038,35462.15,"ins_trill"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35446.28,35446.941,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35449.394,35449.927,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35451.869,35452.53,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35455.516,35457.159,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35458.183,35459.676,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35461.724,35462.15,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35466.075,35484.676,"ins_trill"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35468.187,35468.741,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35472.282,35472.773,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35475.653,35476.079,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35479.364,35479.962,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35481.881,35482.543,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35484.782,35485.529,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35488.75,35489.07,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35492.718,35493.315,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35495.789,35496.301,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35498.498,35520,"ins_trill"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35499.245,35499.778,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35502.082,35502.594,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35504.535,35505.303,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35507.308,35507.969,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35510.572,35511.318,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35513.345,35514.027,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/1/210723_1133",35517.056,35517.718,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/2/210723_1133",35220,35244.4031,"ins_trill"
"Karlan Forrester - Soybean Attractiveness/A11/2/210723_1133",35223.42455,35224.00799,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/2/210723_1133",35225.78369,35226.26566,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/2/210723_1133",35228.54869,35228.95457,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/2/210723_1133",35234.1548,35254.3977,"mech_auto_truck"
"Karlan Forrester - Soybean Attractiveness/A11/2/210723_1133",35244.7836,35245.367,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/2/210723_1133",35247.5232,35248.1067,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/2/210723_1133",35250.0853,35250.7702,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/2/210723_1133",35252.7742,35253.1801,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/2/210723_1133",35255.9197,35256.5285,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/2/210723_1133",35270.6137,35271.4029,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/2/210723_1133",35272.3891,35294.744,"mech_hum_traffic"
"Karlan Forrester - Soybean Attractiveness/A11/2/210723_1133",35273.8347,35274.304,"animal_frog_tree"
"Karlan Forrester - Soybean Attractiveness/A11/2/210723_1133",35276.6077,35277.077,"animal_frog_tree"
